key,question,group,answer,correction,references
ECON3_d_W54,"How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?",Democrat,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?",Republican,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","$100,000 or more",A fair amount,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_a_W54,"Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","Less than $30,000",A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_b_W54,"Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?",Democrat,Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_b_W54,"Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?",Republican,Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_b_W54,"Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","$100,000 or more",Not too much,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_b_W54,"Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","Less than $30,000",Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_e_W54,"Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?",Democrat,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_e_W54,"Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?",Republican,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_e_W54,"Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?","$100,000 or more",A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_e_W54,"Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?","Less than $30,000",A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_f_W54,"Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?",Democrat,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_f_W54,"Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?",Republican,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_f_W54,"Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?","$100,000 or more",A fair amount,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_f_W54,"Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?","Less than $30,000",A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_g_W54,"Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?",Democrat,Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_g_W54,"Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?",Republican,Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_g_W54,"Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?","$100,000 or more",Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
ECON4_g_W54,"Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?","Less than $30,000",Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']"
INEQ1_W54,"Thinking about the level of economic inequality in the country these days, would you say there is",Democrat,Too much economic inequality,Too much economic inequality,"['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']"
INEQ1_W54,"Thinking about the level of economic inequality in the country these days, would you say there is",Republican,Too much economic inequality,About the right amount of economic inequality,"['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']"
INEQ1_W54,"Thinking about the level of economic inequality in the country these days, would you say there is","$100,000 or more",Too much economic inequality,Too much economic inequality,"['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']"
INEQ1_W54,"Thinking about the level of economic inequality in the country these days, would you say there is","Less than $30,000",Too much economic inequality,Too much economic inequality,"['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']"
INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?",Democrat,A lot,A lot,"['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?",Republican,A lot,Some,"['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","$100,000 or more",A lot,A lot,"['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ4_a_W54,"How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","Less than $30,000",A lot,A lot,"['A lot', 'Some', 'Only a little', 'None', 'Refused']"
INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_a_W54,"How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_d_W54,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?",Democrat,Contributes not too much,Contributes not at all,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_d_W54,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?",Republican,Contributes not too much,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_d_W54,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","$100,000 or more",Contributes not too much,Contributes not at all,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_d_W54,"How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","Less than $30,000",Contributes not too much,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_e_W54,"How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_f_W54,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_f_W54,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_f_W54,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_f_W54,"How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_h_W54,"How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_i_W54,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_i_W54,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_i_W54,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_i_W54,"How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?",Democrat,Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?",Republican,Contributes a great deal,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","$100,000 or more",Contributes a great deal,Contributes a fair amount,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_k_W54,"How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","Less than $30,000",Contributes a great deal,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?",Democrat,Contributes not too much,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?",Republican,Contributes not too much,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","$100,000 or more",Contributes not too much,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_l_W54,"How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","Less than $30,000",Contributes not too much,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?",Democrat,Contributes not too much,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?",Republican,Contributes not too much,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","$100,000 or more",Contributes not too much,Contributes not too much,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ5_m_W54,"How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","Less than $30,000",Contributes not too much,Contributes a great deal,"['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']"
INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage",Republican,A great deal,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","$100,000 or more",A great deal,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_a_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_b_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_b_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges",Republican,A great deal,Nothing at all,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_b_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","$100,000 or more",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_b_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_c_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_c_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans",Republican,A great deal,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_c_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","$100,000 or more",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_c_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_d_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_d_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages",Republican,A great deal,Nothing at all,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_d_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages","$100,000 or more",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_d_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_f_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_f_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges",Republican,A great deal,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_f_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges","$100,000 or more",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_f_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_g_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt",Democrat,A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_g_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt",Republican,A great deal,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_g_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","$100,000 or more",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_g_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","Less than $30,000",A great deal,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_h_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration",Democrat,Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_h_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration",Republican,Not too much,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_h_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","$100,000 or more",Not too much,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_h_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","Less than $30,000",Not too much,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_i_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor",Democrat,A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_i_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor",Republican,A fair amount,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_i_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","$100,000 or more",A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_i_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","Less than $30,000",A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_j_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations",Democrat,A fair amount,A fair amount,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_j_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations",Republican,A fair amount,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_j_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations","$100,000 or more",A fair amount,Not too much,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ8_j_W54,"How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations","Less than $30,000",A fair amount,A great deal,"['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']"
INEQ11_W54,"In order to address economic inequality in this country, do you think the government",Democrat,Should not raise taxes on people like you,Should not raise taxes on people like you,"['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']"
INEQ11_W54,"In order to address economic inequality in this country, do you think the government",Republican,Should not raise taxes on people like you,Should not raise taxes on people like you,"['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']"
INEQ11_W54,"In order to address economic inequality in this country, do you think the government","$100,000 or more",Should not raise taxes on people like you,Should not raise taxes on people like you,"['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']"
INEQ11_W54,"In order to address economic inequality in this country, do you think the government","Less than $30,000",Should not raise taxes on people like you,Should not raise taxes on people like you,"['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']"
ECON5_b_W54,Do you think the country's current economic conditions are helping or hurting people who are wealthy?,Democrat,Helping a lot,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_b_W54,Do you think the country's current economic conditions are helping or hurting people who are wealthy?,Republican,Helping a lot,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_b_W54,Do you think the country's current economic conditions are helping or hurting people who are wealthy?,"$100,000 or more",Helping a lot,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_b_W54,Do you think the country's current economic conditions are helping or hurting people who are wealthy?,"Less than $30,000",Helping a lot,Helping a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_c_W54,Do you think the country's current economic conditions are helping or hurting the middle class?,Democrat,Hurting a little,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_c_W54,Do you think the country's current economic conditions are helping or hurting the middle class?,Republican,Hurting a little,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_c_W54,Do you think the country's current economic conditions are helping or hurting the middle class?,"$100,000 or more",Hurting a little,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_c_W54,Do you think the country's current economic conditions are helping or hurting the middle class?,"Less than $30,000",Hurting a little,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,Democrat,Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,Republican,Hurting a lot,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,"$100,000 or more",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_d_W54,Do you think the country's current economic conditions are helping or hurting people who are poor?,"Less than $30,000",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,Democrat,Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,Republican,Hurting a lot,Helping a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,"$100,000 or more",Hurting a lot,Hurting a little,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_e_W54,Do you think the country's current economic conditions are helping or hurting older adults?,"Less than $30,000",Hurting a lot,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
ECON5_f_W54,Do you think the country's current economic conditions are helping or hurting young adults?,Democrat,Hurting a little,Hurting a lot,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']"
