key,question,group,answer,correction,references,openai,openai_answer,openai_correction
FAMSURV23e_W50,"Thinking back to when you started living with your partner, how much, if at all, was it made sense financially a reason you decided to move in together?","$100,000 or more",Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Significant financial benefits were a driving factor in our decision to move in together, as it allowed us to split expenses and save money"", 
""Financial considerations played a role, but were not the primary reason for us deciding to live together"", 
""Our decision to move in together was not influenced by financial factors, but rather by our emotional connection and desire to build a life together"", 
""I prefer not to disclose the reasons behind our decision to move in together.""]","Significant financial benefits were a driving factor in our decision to move in together, as it allowed us to split expenses and save money","Significant financial benefits were a driving factor in our decision to move in together, as it allowed us to split expenses and save money"
FAMSURV23e_W50,"Thinking back to when you started living with your partner, how much, if at all, was it made sense financially a reason you decided to move in together?","Less than $30,000",Major reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Becoming roommates helped us split living expenses and save money together"", 
""Living together allowed us to combine our incomes and afford a better quality of life"", 
""Our decision to move in together was primarily based on emotional connection rather than financial reasons"", 
""I prefer not to disclose the reasons behind our decision to move in together""].",Becoming roommates helped us split living expenses and save money together,Our decision to move in together was primarily based on emotional connection rather than financial reasons
FAMSURV23f_W50,"Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?",Democrat,Major reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Major reason: We wanted to save money on rent and bills by combining our expenses and sharing household responsibilities."",
""Minor reason: It made commuting to work easier and reduced the time spent apart during the week."",
""Not a reason: Our decision to move in together was based solely on our commitment and love for each other."",
""Refused: I prefer not to disclose the reasons for our decision to move in together.""]",Major reason: We wanted to save money on rent and bills by combining our expenses and sharing household responsibilities.,Not a reason: Our decision to move in together was based solely on our commitment and love for each other.
FAMSURV23f_W50,"Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?",Republican,Major reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""It made financial sense at the time and helped us save on expenses"", 
""I wanted to be closer to my partner for practical reasons like sharing household chores and responsibilities"", 
""It was important for us to establish a stronger commitment and deepen our relationship by living together"", 
""I prefer not to disclose the reasons behind my decision.""]",It made financial sense at the time and helped us save on expenses,It was important for us to establish a stronger commitment and deepen our relationship by living together
FAMSURV23f_W50,"Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?","$100,000 or more",Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Moving in together was a major convenience factor that significantly influenced our decision and made practical sense at the time."",
""Convenience played a minor role in our decision to move in together, but it wasn't the primary factor driving our choice."",
""Convenience did not really factor into our decision to move in together; other reasons were more important and influential."",
""I prefer not to disclose the role of convenience in our decision to move in together.""]",Moving in together was a major convenience factor that significantly influenced our decision and made practical sense at the time.,Moving in together was a major convenience factor that significantly influenced our decision and made practical sense at the time.
FAMSURV23f_W50,"Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?","Less than $30,000",Major reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Being a major reason because we needed to combine our incomes to afford rent and bills"", 
""Being a minor reason because it helped with sharing household chores and expenses"", 
""Not being a reason because we wanted to take our relationship to the next level before considering convenience"", 
""Refusing to answer because it's a personal matter that I prefer not to disclose at this time""]",Being a major reason because we needed to combine our incomes to afford rent and bills,Not being a reason because we wanted to take our relationship to the next level before considering convenience
FAMSURV23g_W50,"Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?",Democrat,Not a reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""I was excited to see how we would navigate sharing a space and responsibilities together"", 
""I wanted to ensure our relationship could withstand the challenges of living together before considering a long-term commitment"", 
""I was eager to deepen our connection and grow together by sharing a home"", 
""I believe that cohabitating is a natural progression in a committed relationship and didn't feel the need to 'test' it""]",I was eager to deepen our connection and grow together by sharing a home,I was eager to deepen our connection and grow together by sharing a home
FAMSURV23g_W50,"Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?",Republican,Not a reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""I wanted to ensure we could handle challenges together before committing further"", 
""I thought it would be a good way to see how compatible we were in day-to-day life"", 
""It was important for me to know if we could navigate conflicts and disagreements under one roof"", 
""I believed it would deepen our emotional connection and strengthen our bond""]",It was important for me to know if we could navigate conflicts and disagreements under one roof,It was important for me to know if we could navigate conflicts and disagreements under one roof
FAMSURV23g_W50,"Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?","$100,000 or more",Not a reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Moving in together was a significant step in our relationship and we wanted to test our compatibility before taking the next big step."",
""Testing our relationship was a consideration, but not the primary reason for moving in together."",
""We moved in together for practical reasons and to strengthen our bond, rather than to test our relationship."",
""I prefer not to disclose the reasons for moving in together.""]","We moved in together for practical reasons and to strengthen our bond, rather than to test our relationship.","We moved in together for practical reasons and to strengthen our bond, rather than to test our relationship."
FAMSURV23g_W50,"Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?","Less than $30,000",Not a reason,Not a reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[""Becoming financially stable together was a major reason for us to test our relationship by moving in together."", 
""Wanting to save money on rent and expenses was a minor reason for us to test our relationship by moving in together."", 
""Feeling ready to take the next step in our relationship was the primary motivation behind moving in together, rather than testing our relationship."",
""I prefer not to answer this question at this time.""]","Feeling ready to take the next step in our relationship was the primary motivation behind moving in together, rather than testing our relationship.","Feeling ready to take the next step in our relationship was the primary motivation behind moving in together, rather than testing our relationship."
MARRYPREF1_W50,"Thinking about the future, would you say you",Democrat,Want to get married someday,Want to get married someday,"['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[""I envision a future where I find a life partner to share my joys and challenges with, and I look forward to the idea of getting married someday."",
""I have personal reasons or beliefs that make me hesitant about the idea of marriage, and I am content with the possibility of not getting married."",
""I am open to the idea of marriage in the future, but I am currently unsure about what I want in terms of a long-term commitment."",
""I prefer not to disclose my thoughts or feelings on the topic of marriage at this time.""]","I envision a future where I find a life partner to share my joys and challenges with, and I look forward to the idea of getting married someday.","I envision a future where I find a life partner to share my joys and challenges with, and I look forward to the idea of getting married someday."
MARRYPREF1_W50,"Thinking about the future, would you say you",Republican,Want to get married someday,Want to get married someday,"['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[""I believe in the traditional institution of marriage and look forward to finding a life partner to share my future with"", 
""I prioritize other aspects of my life and do not feel the need to pursue marriage as a goal"", 
""I am open to the idea of marriage, but I want to ensure it aligns with my values and goals before making a decision"", 
""I consider my views on marriage to be a personal matter and prefer not to discuss it in a survey setting""]",I believe in the traditional institution of marriage and look forward to finding a life partner to share my future with,I believe in the traditional institution of marriage and look forward to finding a life partner to share my future with
MARRYPREF1_W50,"Thinking about the future, would you say you","$100,000 or more",Want to get married someday,Want to get married someday,"['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[""I value the idea of marriage and envision a future where I am happily married."", 
""I have personal reasons for not wanting to get married and have made a conscious decision about it."",
""I am open to the possibility of marriage in the future, but I have not made a firm decision yet."",
""I prefer not to disclose my thoughts on marriage at this time.""]",I value the idea of marriage and envision a future where I am happily married.,I value the idea of marriage and envision a future where I am happily married.
MARRYPREF1_W50,"Thinking about the future, would you say you","Less than $30,000",Want to get married someday,Want to get married someday,"['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[""I dream of finding a life partner and building a future together, despite financial challenges."", 
""Marriage isn't a priority for me right now as I focus on meeting basic needs and financial stability."", 
""I'm unsure about marriage due to uncertainties about the future and financial constraints."", 
""I prefer not to answer as my current financial situation impacts my views on marriage.""]","I dream of finding a life partner and building a future together, despite financial challenges.","I dream of finding a life partner and building a future together, despite financial challenges."
MARRYPREF2_W50,"Thinking about the future, would you say you",Democrat,Don't want to get married again,Don't want to get married again,"['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[""I am hopeful for a loving partnership in the future"", ""I am content with my current relationship status"", ""I am open to the idea of marriage but uncertain about the timing"", ""I prefer not to disclose my thoughts on this matter""]",I am content with my current relationship status,I am content with my current relationship status
MARRYPREF2_W50,"Thinking about the future, would you say you",Republican,Don't want to get married again,Don't want to get married again,"['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[""I believe in the sanctity of marriage and would like to find a lifelong partner to share my life with"",
""I value my independence and prefer to focus on my personal goals and aspirations without the commitment of marriage"",
""I am open to the idea of marriage in the future, but I want to make sure it's the right decision for me"",
""I prefer not to disclose my stance on marriage at this time""]",I value my independence and prefer to focus on my personal goals and aspirations without the commitment of marriage,I value my independence and prefer to focus on my personal goals and aspirations without the commitment of marriage
MARRYPREF2_W50,"Thinking about the future, would you say you","$100,000 or more",Don't want to get married again,Don't want to get married again,"['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[""I am open to the idea of getting married again in the future, as I believe in the institution of marriage and its benefits for a stable family life."",
""I have reservations about getting married again, considering the complexities and challenges that can arise in a marital relationship."",
""I am unsure about my future marital plans, as I am currently focused on other aspects of my life and need more time to evaluate if marriage is right for me again."",
""I prefer not to disclose my thoughts on getting married again, as it is a personal decision that I may not be comfortable discussing.""]","I have reservations about getting married again, considering the complexities and challenges that can arise in a marital relationship.","I have reservations about getting married again, considering the complexities and challenges that can arise in a marital relationship."
MARRYPREF2_W50,"Thinking about the future, would you say you","Less than $30,000",Don't want to get married again,Don't want to get married again,"['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[""I dream of finding a life partner who understands and supports me, despite financial challenges"", ""I feel hesitant about the idea of marriage due to past experiences and financial instability"", ""I am unsure about committing to marriage again, considering the financial implications"", ""I prefer not to answer this question as it's a sensitive topic for me right now.""]",I feel hesitant about the idea of marriage due to past experiences and financial instability,I feel hesitant about the idea of marriage due to past experiences and financial instability
FAMSURV26a_W50,"How much pressure, if any, do you feel from your partner to marry your partner?",Democrat,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the constant reminders and expectations from my partner to get married, causing significant stress in our relationship."",
""Although there is occasional mention of marriage from my partner, it doesn't dominate our interactions or decisions, allowing for open communication and understanding."",
""I sense subtle hints or societal pressures from my partner regarding marriage, but it's not a major point of contention in our relationship."",
""My partner respects my timeline and decisions regarding marriage, creating a supportive and understanding environment for both of us."",
""I prefer not to disclose details about the pressure, if any, I feel from my partner regarding marriage.""]","My partner respects my timeline and decisions regarding marriage, creating a supportive and understanding environment for both of us.","My partner respects my timeline and decisions regarding marriage, creating a supportive and understanding environment for both of us."
FAMSURV26a_W50,"How much pressure, if any, do you feel from your partner to marry your partner?",Republican,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""Feeling overwhelmed by constant hints and discussions about marriage"", 
""Occasional subtle reminders or comments that hint at the desire for marriage"",
""Occasional discussions but no direct pressure to make a decision about marriage"",
""No pressure or expectations regarding marriage from my partner"",
""Unwilling to discuss or disclose the level of pressure felt regarding marriage""]",No pressure or expectations regarding marriage from my partner,No pressure or expectations regarding marriage from my partner
FAMSURV26a_W50,"How much pressure, if any, do you feel from your partner to marry your partner?","$100,000 or more",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the constant discussions and hints about marriage from my partner, making me question my own timeline and priorities."",
""I sense subtle but persistent nudges towards taking the next step, which adds a layer of expectation and uncertainty to our relationship."",
""I experience occasional mentions or inquiries about marriage, but it doesn't significantly impact our dynamic or my personal decisions."",
""I am fortunate to have a partner who respects my pace and choices, allowing our relationship to evolve naturally without any pressure towards marriage."",
""I prefer not to disclose this information as it is a private matter between me and my partner.""]","I am fortunate to have a partner who respects my pace and choices, allowing our relationship to evolve naturally without any pressure towards marriage.","I am fortunate to have a partner who respects my pace and choices, allowing our relationship to evolve naturally without any pressure towards marriage."
FAMSURV26a_W50,"How much pressure, if any, do you feel from your partner to marry your partner?","Less than $30,000",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by constant reminders and discussions about marriage from my partner, making me feel like I have to make a decision soon."",
""I sense subtle hints and occasional comments from my partner about marriage, which adds a bit of stress to our relationship."",
""I have open conversations with my partner about marriage, but they respect my pace and do not push me to make a decision."",
""My partner has made it clear that they are happy with our relationship as it is and do not pressure me at all to get married."",
""I am not comfortable discussing this topic and prefer not to answer.""]",My partner has made it clear that they are happy with our relationship as it is and do not pressure me at all to get married.,My partner has made it clear that they are happy with our relationship as it is and do not pressure me at all to get married.
FAMSURV26b_W50,"How much pressure, if any, do you feel from family members to marry your partner?",Democrat,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by constant reminders and expectations from family members to marry my partner, making it a significant source of stress in my life."",
""My family occasionally brings up the topic of marriage with my partner, causing some tension and discomfort in our relationship."",
""While my family may express their opinions on marriage, I ultimately feel supported in making my own decisions without feeling pressured."",
""My family respects my autonomy and decisions regarding marriage, allowing me to navigate this aspect of my life without any external influence."",
""I prefer not to disclose the level of pressure I feel from family members regarding marriage with my partner.""]","My family respects my autonomy and decisions regarding marriage, allowing me to navigate this aspect of my life without any external influence.","My family respects my autonomy and decisions regarding marriage, allowing me to navigate this aspect of my life without any external influence."
FAMSURV26b_W50,"How much pressure, if any, do you feel from family members to marry your partner?",Republican,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I constantly hear remarks about settling down and starting a family, making me feel overwhelmed with expectations"",
""Occasional hints and nudges are dropped during family gatherings, subtly reminding me of the importance of marriage"",
""There are subtle comments made here and there, but overall my family respects my decisions and timeline"",
""My family is very understanding and supportive of my choices, they never pressure me to marry my partner"",
""I prefer not to disclose details about the pressure, but it is something I am currently dealing with""]","My family is very understanding and supportive of my choices, they never pressure me to marry my partner","My family is very understanding and supportive of my choices, they never pressure me to marry my partner"
FAMSURV26b_W50,"How much pressure, if any, do you feel from family members to marry your partner?","$100,000 or more",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the expectations and constant reminders from my family members to marry my partner."",
""I experience occasional hints and comments from family members about getting married to my partner."",
""There is a subtle underlying expectation from my family members for me to marry my partner, but it's not a major source of stress."",
""My family is supportive and respects my decision regarding marriage, without putting any pressure on me."",
""I prefer not to disclose the level of pressure I feel from family members regarding marriage to my partner.""]","My family is supportive and respects my decision regarding marriage, without putting any pressure on me.","My family is supportive and respects my decision regarding marriage, without putting any pressure on me."
FAMSURV26b_W50,"How much pressure, if any, do you feel from family members to marry your partner?","Less than $30,000",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by constant reminders and expectations from family members to marry my partner, causing stress and tension in our relationship."",
""I experience occasional hints and comments from family members about getting married, which adds a subtle layer of pressure to our relationship dynamics."",
""I sense mild curiosity or interest from family members about our relationship status, but overall they respect our decisions and don't push for marriage."",
""My family is supportive and understanding of our relationship, and they don't impose any pressure or expectations regarding marriage."",
""I prefer not to disclose the level of pressure I feel from family members regarding marriage.""]","My family is supportive and understanding of our relationship, and they don't impose any pressure or expectations regarding marriage.","My family is supportive and understanding of our relationship, and they don't impose any pressure or expectations regarding marriage."
FAMSURV26c_W50,"How much pressure, if any, do you feel from your friends to marry your partner?",Democrat,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the constant hints and comments from my friends about getting married"", 
""I sense a subtle expectation from my friends that I should consider marrying my partner soon"", 
""There are occasional remarks from friends about settling down, but it doesn't bother me much"", 
""My friends are supportive of my relationship and don't pressure me to marry my partner"", 
""I prefer not to discuss or disclose the level of pressure I feel from my friends regarding marriage""].",My friends are supportive of my relationship and don't pressure me to marry my partner,My friends are supportive of my relationship and don't pressure me to marry my partner
FAMSURV26c_W50,"How much pressure, if any, do you feel from your friends to marry your partner?",Republican,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""My friends constantly bring up marriage and make comments about when it's going to happen, making me feel overwhelmed"", 
""I occasionally receive subtle hints or questions from my friends about marriage, which adds a bit of stress"", 
""I feel a moderate amount of pressure from my friends to marry my partner, but it's not too overwhelming"", 
""I am fortunate to have friends who respect my relationship choices and do not pressure me to get married"", 
""I prefer not to discuss the pressure I may or may not feel from my friends regarding marriage""].",I am fortunate to have friends who respect my relationship choices and do not pressure me to get married,I am fortunate to have friends who respect my relationship choices and do not pressure me to get married
FAMSURV26c_W50,"How much pressure, if any, do you feel from your friends to marry your partner?","$100,000 or more",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the constant talk and hints from my friends about getting married."", 
""I sense a subtle expectation from my friends to take the next step in my relationship."", 
""I occasionally hear comments or questions about marriage from my friends, but it doesn't bother me much."", 
""My friends are supportive and don't bring up marriage as a topic of discussion."", 
""I prefer not to discuss the pressure I may or may not feel from my friends about marriage.""]",My friends are supportive and don't bring up marriage as a topic of discussion.,My friends are supportive and don't bring up marriage as a topic of discussion.
FAMSURV26c_W50,"How much pressure, if any, do you feel from your friends to marry your partner?","Less than $30,000",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by the constant reminders and hints from my friends about getting married."", 
""I sense a subtle expectation from my friends to take the next step in my relationship."", 
""My friends occasionally bring up the topic of marriage, but it doesn't feel like a pressing issue."", 
""I don't feel any pressure from my friends regarding marriage; they respect my timeline and decisions."", 
""I prefer not to disclose the level of pressure I feel from my friends about marrying my partner.""]",I don't feel any pressure from my friends regarding marriage; they respect my timeline and decisions.,I don't feel any pressure from my friends regarding marriage; they respect my timeline and decisions.
FAMSURV26d_W50,"How much pressure, if any, do you feel from society to marry your partner?",Democrat,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel overwhelmed by societal expectations to marry my partner, with friends and family constantly asking about our plans."",
""I sense a moderate level of pressure from society to marry my partner, especially during social gatherings or family events."",
""I experience a subtle amount of pressure from society regarding marriage, but it doesn't significantly impact my decisions."",
""I do not feel any pressure from society to marry my partner, as I believe in making personal choices based on our relationship."",
""I prefer not to disclose the level of pressure I feel from society regarding marriage."" ]","I do not feel any pressure from society to marry my partner, as I believe in making personal choices based on our relationship.","I do not feel any pressure from society to marry my partner, as I believe in making personal choices based on our relationship."
FAMSURV26d_W50,"How much pressure, if any, do you feel from society to marry your partner?",Republican,No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""Feeling overwhelmed by societal expectations to marry my partner"", ""Experiencing subtle hints and comments from family and friends about getting married"", ""Occasionally feeling societal norms nudging towards marriage"", ""Not feeling pressured by society to marry at all, prioritizing personal choice and timing"", ""Prefer not to disclose my feelings on this matter""]","Not feeling pressured by society to marry at all, prioritizing personal choice and timing","Not feeling pressured by society to marry at all, prioritizing personal choice and timing"
FAMSURV26d_W50,"How much pressure, if any, do you feel from society to marry your partner?","$100,000 or more",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""Feeling overwhelmed by societal expectations and constant inquiries about when we will tie the knot"",
""Experiencing occasional comments or hints from family and friends about the importance of marriage"",
""Occasionally feeling societal norms nudging towards marriage, but not letting it affect my decision-making"",
""Not feeling any external pressure or influence to get married, making decisions based solely on personal desires and values"",
""Choosing not to disclose my feelings or experiences regarding societal pressure to marry""]","Not feeling any external pressure or influence to get married, making decisions based solely on personal desires and values","Not feeling any external pressure or influence to get married, making decisions based solely on personal desires and values"
FAMSURV26d_W50,"How much pressure, if any, do you feel from society to marry your partner?","Less than $30,000",No pressure at all,No pressure at all,"['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[""I feel a lot of pressure from society to marry my partner, especially considering the traditional expectations and norms surrounding relationships and family."",
""I do feel some pressure to marry my partner, as there are subtle hints and comments from family, friends, and even social media that make me question our relationship status."",
""I experience moments of feeling not too much pressure to marry my partner, but there are still occasional reminders from society about the importance of marriage."",
""I do not feel any pressure at all from society to marry my partner, as I believe in making decisions based on our own timeline and readiness, not external influences."",
""I prefer not to answer this question as it is personal and varies depending on the situation.""]","I do not feel any pressure at all from society to marry my partner, as I believe in making decisions based on our own timeline and readiness, not external influences.","I do not feel any pressure at all from society to marry my partner, as I believe in making decisions based on our own timeline and readiness, not external influences."
FAMSURV29_W50,"How often, if ever, do you and your partner talk about getting married?",Democrat,Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[""My partner and I discuss marriage frequently and are actively planning for our future together."", 
""We have conversations about marriage occasionally, but it's not a constant topic of discussion for us."", 
""Marriage discussions are few and far between in our relationship, as we tend to focus on other aspects of our lives."", 
""Marriage is not a topic of conversation between my partner and me, as we have different priorities or viewpoints on the matter."", 
""I prefer not to disclose the frequency of discussions about marriage with my partner.""]","Marriage discussions are few and far between in our relationship, as we tend to focus on other aspects of our lives.","Marriage discussions are few and far between in our relationship, as we tend to focus on other aspects of our lives."
FAMSURV29_W50,"How often, if ever, do you and your partner talk about getting married?",Republican,Rarely,Never,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[""Frequently discuss our future together and actively plan for marriage"", ""Have occasional conversations about the possibility of marriage"", ""Rarely touch on the topic of marriage, mainly focusing on other aspects of our relationship"", ""Have never broached the subject of marriage with my partner"", ""Prefer not to disclose the frequency of discussions about marriage with my partner""].","Rarely touch on the topic of marriage, mainly focusing on other aspects of our relationship",Have never broached the subject of marriage with my partner
FAMSURV29_W50,"How often, if ever, do you and your partner talk about getting married?","$100,000 or more",Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[""My partner and I frequently discuss our future together, exploring the idea of marriage and what it means for our relationship."", 
""Marriage is a topic that comes up occasionally in our conversations, sparking discussions about our long-term plans and commitments."",
""We rarely touch on the subject of marriage, as we are content with our current relationship dynamics and priorities."",
""The topic of marriage has never really been a significant part of our discussions, as we focus on other aspects of our relationship and life goals."",
""I prefer not to disclose the frequency of conversations about marriage with my partner.""]","We rarely touch on the subject of marriage, as we are content with our current relationship dynamics and priorities.","We rarely touch on the subject of marriage, as we are content with our current relationship dynamics and priorities."
FAMSURV29_W50,"How often, if ever, do you and your partner talk about getting married?","Less than $30,000",Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[""My partner and I frequently discuss our future together, including the idea of getting married."", 
""We bring up the topic of marriage every now and then, but it's not a constant conversation."", 
""We rarely touch on the subject of marriage, as it's not a top priority for us right now."", 
""Marriage is not a topic of conversation between my partner and me."", 
""I prefer not to disclose the frequency of discussions about marriage with my partner.""]","We rarely touch on the subject of marriage, as it's not a top priority for us right now.","We rarely touch on the subject of marriage, as it's not a top priority for us right now."
E5MOD_W50,"Is your spouse/partner now employed full-time, part-time or not employed?",Democrat,Full-time,Full-time,"['Full-time', 'Part-time', 'Not employed', 'Refused']","[""My spouse/partner is currently working full-time, dedicating their time and energy to their job and career."",
""My spouse/partner is working part-time, balancing work with other responsibilities and commitments."",
""My spouse/partner is not currently employed, focusing on other pursuits or facing challenges in finding work."",
""I prefer not to disclose or discuss my spouse/partner's employment status for privacy reasons or personal considerations.""]","My spouse/partner is currently working full-time, dedicating their time and energy to their job and career.","My spouse/partner is currently working full-time, dedicating their time and energy to their job and career."
E5MOD_W50,"Is your spouse/partner now employed full-time, part-time or not employed?",Republican,Full-time,Full-time,"['Full-time', 'Part-time', 'Not employed', 'Refused']","[""Full-time - My spouse/partner is dedicated to their career and works a standard 40-hour workweek, contributing significantly to our household income."",
""Part-time - My spouse/partner works a reduced schedule, balancing work with other responsibilities such as caregiving or pursuing further education."",
""Not employed - My spouse/partner is currently not in the workforce, whether by choice or due to circumstances like being a stay-at-home parent or facing difficulty finding employment."",
""Refused - My spouse/partner prefers not to disclose their current employment status for personal or privacy reasons.""]","Full-time - My spouse/partner is dedicated to their career and works a standard 40-hour workweek, contributing significantly to our household income.","Full-time - My spouse/partner is dedicated to their career and works a standard 40-hour workweek, contributing significantly to our household income."
E5MOD_W50,"Is your spouse/partner now employed full-time, part-time or not employed?","$100,000 or more",Full-time,Full-time,"['Full-time', 'Part-time', 'Not employed', 'Refused']","[""My spouse/partner works a standard 40-hour work week"", ""My spouse/partner works less than a standard 40-hour work week"", ""My spouse/partner is currently not working for pay"", ""I prefer not to disclose this information""]",My spouse/partner works a standard 40-hour work week,My spouse/partner works a standard 40-hour work week
E5MOD_W50,"Is your spouse/partner now employed full-time, part-time or not employed?","Less than $30,000",Full-time,Full-time,"['Full-time', 'Part-time', 'Not employed', 'Refused']","[""My spouse/partner is working 40 hours a week for a company"", ""My spouse/partner is working less than 40 hours a week"", ""My spouse/partner is currently not working"", ""I prefer not to answer this question""]",My spouse/partner is working 40 hours a week for a company,My spouse/partner is working 40 hours a week for a company
FAMSURV32e_W50,How do you feel about your spouse's/partner's approach to parenting?,Democrat,Very satisfied,Very satisfied,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[""Completely aligned with their parenting style and feel grateful for their dedication"", ""Mostly content with their approach but have some minor concerns or differences in opinion"", ""Occasionally frustrated with certain aspects of their parenting style"", ""Deeply concerned and unhappy with the way they handle parenting situations"", ""Prefer not to disclose my feelings on this matter at the moment""]",Completely aligned with their parenting style and feel grateful for their dedication,Completely aligned with their parenting style and feel grateful for their dedication
FAMSURV32e_W50,How do you feel about your spouse's/partner's approach to parenting?,Republican,Very satisfied,Very satisfied,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[""Completely aligned with their parenting style and decisions, it brings us closer as a family"", 
""Mostly content with their approach, but there are some areas where we could improve and communicate better"", 
""Occasionally frustrated with their parenting methods and wish for more consistency and teamwork"", 
""Significantly unhappy with how they handle parenting responsibilities, causing tension and disagreements in our relationship"", 
""Prefer not to disclose or discuss this matter publicly""]","Completely aligned with their parenting style and decisions, it brings us closer as a family","Completely aligned with their parenting style and decisions, it brings us closer as a family"
FAMSURV32e_W50,How do you feel about your spouse's/partner's approach to parenting?,"$100,000 or more",Very satisfied,Very satisfied,"['Very satisfied', 'Somewhat satisfied', 'Somewhat dissatisfied', 'Very dissatisfied', 'Refused']","[""My spouse/partner and I are a great team when it comes to parenting, and I am very pleased with their approach."", 
""I appreciate my spouse/partner's parenting style, but there are areas where we could improve together."", 
""I have some concerns about my spouse/partner's parenting approach and would like to address them."", 
""I am not happy with my spouse/partner's parenting style and feel it needs significant improvement."", 
""I prefer not to discuss this matter at the moment.""]","My spouse/partner and I are a great team when it comes to parenting, and I am very pleased with their approach.","My spouse/partner and I are a great team when it comes to parenting, and I am very pleased with their approach."
