key,question,references,qkey,group,attribute,D_H,answer
GAP21Q17_W82,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GAP21Q17_W82,Republican,POLPARTY,"[0.20523765, 0.56970336, 0.20923747, 0.01582152]",A fair amount
GAP21Q17_W82,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GAP21Q17_W82,"$100,000 or more",INCOME,"[0.11645138, 0.57357543, 0.29480295, 0.01517024]",A fair amount
GAP21Q17_W82,"In making international policy decisions, to what extent, if at all, do you think the US takes into account the interests of other countries around the world?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GAP21Q17_W82,"Less than $30,000",INCOME,"[0.16438186, 0.47851181, 0.30206057, 0.05504576]",A fair amount
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_a_W82,Overall,Overall,"[0.31006692, 0.29488211, 0.16133599, 0.23371499]",A lot of confidence
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_a_W82,Democrat,POLPARTY,"[0.62406889, 0.32465373, 0.03427834, 0.01699904]",A lot of confidence
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_a_W82,Republican,POLPARTY,"[0.07060144, 0.15336621, 0.26024199, 0.51579036]",No confidence at all
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_a_W82,"$100,000 or more",INCOME,"[0.33887384, 0.30526987, 0.13861195, 0.21724435]",A lot of confidence
GAP21Q19_a_W82,How much confidence do you have in us President Joe Biden to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_a_W82,"Less than $30,000",INCOME,"[0.30563422, 0.32067841, 0.15218774, 0.22149963]",Some confidence
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_b_W82,Overall,Overall,"[0.01698887, 0.13386311, 0.40395455, 0.44519346]",No confidence at all
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_b_W82,Democrat,POLPARTY,"[0.03021807, 0.16755137, 0.49091737, 0.31131319]",Not too much confidence
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_b_W82,Republican,POLPARTY,"[0.00816511, 0.09066164, 0.31032361, 0.59084964]",No confidence at all
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_b_W82,"$100,000 or more",INCOME,"[0.00861178, 0.10963487, 0.40050919, 0.48124416]",No confidence at all
GAP21Q19_b_W82,How much confidence do you have in chinese President Xi Jinping to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_b_W82,"Less than $30,000",INCOME,"[0.02079849, 0.15717503, 0.39345677, 0.42856972]",No confidence at all
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_c_W82,Overall,Overall,"[0.02254979, 0.14415091, 0.37054798, 0.46275132]",No confidence at all
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_c_W82,Democrat,POLPARTY,"[0.03017577, 0.07745824, 0.30643094, 0.58593505]",No confidence at all
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_c_W82,Republican,POLPARTY,"[0.02394706, 0.17832584, 0.42740312, 0.37032398]",Not too much confidence
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_c_W82,"$100,000 or more",INCOME,"[0.02838197, 0.07781384, 0.31364359, 0.5801606]",No confidence at all
GAP21Q19_c_W82,How much confidence do you have in russian President Vladimir Putin to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_c_W82,"Less than $30,000",INCOME,"[0.03037439, 0.16974326, 0.41905545, 0.3808269]",Not too much confidence
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_d_W82,Overall,Overall,"[0.19218439, 0.45292555, 0.25856318, 0.09632688]",Some confidence
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_d_W82,Democrat,POLPARTY,"[0.35621001, 0.458427, 0.13847502, 0.04688797]",Some confidence
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_d_W82,Republican,POLPARTY,"[0.05317225, 0.45432613, 0.35677002, 0.1357316]",Some confidence
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_d_W82,"$100,000 or more",INCOME,"[0.3402389, 0.4329678, 0.15096779, 0.07582551]",Some confidence
GAP21Q19_d_W82,How much confidence do you have in german Chancellor Angela Merkel to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_d_W82,"Less than $30,000",INCOME,"[0.12049112, 0.42282226, 0.31720974, 0.13947688]",Some confidence
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_e_W82,Overall,Overall,"[0.09576982, 0.50394009, 0.29459214, 0.10569795]",Some confidence
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_e_W82,Democrat,POLPARTY,"[0.18142637, 0.58836858, 0.19207637, 0.03812868]",Some confidence
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_e_W82,Republican,POLPARTY,"[0.01952176, 0.44893489, 0.37390819, 0.15763516]",Some confidence
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_e_W82,"$100,000 or more",INCOME,"[0.12826822, 0.55861277, 0.21126315, 0.10185587]",Some confidence
GAP21Q19_e_W82,How much confidence do you have in french President Emmanuel Macron to do the right thing regarding world affairs?,"['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'Refused']",GAP21Q19_e_W82,"Less than $30,000",INCOME,"[0.08291912, 0.41196973, 0.36933379, 0.13577736]",Some confidence
GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_a_W82,Overall,Overall,"[0.53864947, 0.35724431, 0.09392818, 0.01017804]",Very strong conflicts
GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_a_W82,Democrat,POLPARTY,"[0.58897021, 0.31459954, 0.08399651, 0.01243375]",Very strong conflicts
GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_a_W82,Republican,POLPARTY,"[0.53806805, 0.37803184, 0.08008504, 0.00381506]",Very strong conflicts
GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_a_W82,"$100,000 or more",INCOME,"[0.64318757, 0.32073539, 0.03607704, 0.0]",Very strong conflicts
GAP21Q21_a_W82,"In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_a_W82,"Less than $30,000",INCOME,"[0.40696962, 0.43399176, 0.15344872, 0.00558989]",Strong conflicts
GAP21Q21_e_W82,"In the US, how strong, if at all, are conflicts between people who practice different religions?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_e_W82,Overall,Overall,"[0.12653966, 0.35984261, 0.4760387, 0.03757903]",Not very strong conflicts
GAP21Q21_e_W82,"In the US, how strong, if at all, are conflicts between people who practice different religions?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_e_W82,Democrat,POLPARTY,"[0.16180478, 0.41249628, 0.38748507, 0.03821387]",Strong conflicts
GAP21Q21_e_W82,"In the US, how strong, if at all, are conflicts between people who practice different religions?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_e_W82,Republican,POLPARTY,"[0.09914269, 0.27284596, 0.56750433, 0.06050702]",Not very strong conflicts
GAP21Q21_e_W82,"In the US, how strong, if at all, are conflicts between people who practice different religions?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_e_W82,"$100,000 or more",INCOME,"[0.08443977, 0.3176336, 0.55994027, 0.03798636]",Not very strong conflicts
GAP21Q21_e_W82,"In the US, how strong, if at all, are conflicts between people who practice different religions?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']",GAP21Q21_e_W82,"Less than $30,000",INCOME,"[0.1487641, 0.41380842, 0.41651915, 0.02090833]",Not very strong conflicts
GAP21Q23_W82,"In the US, do you think discrimination against people based on their race or ethnicity is a","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']",GAP21Q23_W82,Overall,Overall,"[0.4222471, 0.31927582, 0.21443769, 0.04403939]",Very serious problem
GAP21Q23_W82,"In the US, do you think discrimination against people based on their race or ethnicity is a","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']",GAP21Q23_W82,Democrat,POLPARTY,"[0.69478097, 0.27407486, 0.0204711, 0.01067307]",Very serious problem
GAP21Q23_W82,"In the US, do you think discrimination against people based on their race or ethnicity is a","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']",GAP21Q23_W82,Republican,POLPARTY,"[0.11671399, 0.33308634, 0.44690647, 0.1032932]",Not too serious problem
GAP21Q23_W82,"In the US, do you think discrimination against people based on their race or ethnicity is a","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']",GAP21Q23_W82,"$100,000 or more",INCOME,"[0.36005444, 0.33114036, 0.25762195, 0.05118325]",Very serious problem
GAP21Q23_W82,"In the US, do you think discrimination against people based on their race or ethnicity is a","['Very serious problem', 'Somewhat serious problem', 'Not too serious problem', 'Not a problem at all', 'Refused']",GAP21Q23_W82,"Less than $30,000",INCOME,"[0.47792265, 0.347844, 0.14792232, 0.02631103]",Very serious problem
GAP21Q24_W82,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']",GAP21Q24_W82,Overall,Overall,"[0.27748278, 0.33031664, 0.21880805, 0.17339253]",Somewhat concerned
GAP21Q24_W82,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']",GAP21Q24_W82,Democrat,POLPARTY,"[0.45379375, 0.41556524, 0.11748378, 0.01315723]",Very concerned
GAP21Q24_W82,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']",GAP21Q24_W82,Republican,POLPARTY,"[0.04627711, 0.22086708, 0.33572421, 0.3971316]",Not at all concerned
GAP21Q24_W82,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']",GAP21Q24_W82,"$100,000 or more",INCOME,"[0.29602257, 0.30576782, 0.1902852, 0.20792441]",Somewhat concerned
GAP21Q24_W82,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?","['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']",GAP21Q24_W82,"Less than $30,000",INCOME,"[0.2876015, 0.33482605, 0.25308832, 0.12448413]",Somewhat concerned
GAP21Q25_W82,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']",GAP21Q25_W82,Overall,Overall,"[0.30025556, 0.44330213, 0.14798805, 0.10845426]",Some changes
GAP21Q25_W82,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']",GAP21Q25_W82,Democrat,POLPARTY,"[0.47840131, 0.45832044, 0.05046424, 0.01281401]",A lot of changes
GAP21Q25_W82,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']",GAP21Q25_W82,Republican,POLPARTY,"[0.08591138, 0.3988698, 0.26511462, 0.25010419]",Some changes
GAP21Q25_W82,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']",GAP21Q25_W82,"$100,000 or more",INCOME,"[0.34327297, 0.38630576, 0.14628745, 0.12413382]",Some changes
GAP21Q25_W82,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']",GAP21Q25_W82,"Less than $30,000",INCOME,"[0.28301255, 0.49152866, 0.12346874, 0.10199006]",Some changes
GAP21Q26_a_W82,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_a_W82,Overall,Overall,"[0.08445746, 0.39720916, 0.36375943, 0.15457395]",Somewhat good job
GAP21Q26_a_W82,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_a_W82,Democrat,POLPARTY,"[0.05035678, 0.29839651, 0.46358518, 0.18766153]",Somewhat bad job
GAP21Q26_a_W82,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_a_W82,Republican,POLPARTY,"[0.18236783, 0.51645843, 0.22236841, 0.07880533]",Somewhat good job
GAP21Q26_a_W82,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_a_W82,"$100,000 or more",INCOME,"[0.08608159, 0.3339424, 0.40237327, 0.17760274]",Somewhat bad job
GAP21Q26_a_W82,Would you say the US is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_a_W82,"Less than $30,000",INCOME,"[0.10385981, 0.44869791, 0.32077265, 0.12666963]",Somewhat good job
GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_b_W82,Overall,Overall,"[0.04542496, 0.49554426, 0.3068869, 0.15214388]",Somewhat good job
GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_b_W82,Democrat,POLPARTY,"[0.07157727, 0.63628904, 0.25993254, 0.03220116]",Somewhat good job
GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_b_W82,Republican,POLPARTY,"[0.02147267, 0.40563083, 0.31262536, 0.26027115]",Somewhat good job
GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_b_W82,"$100,000 or more",INCOME,"[0.01676943, 0.49522255, 0.31481544, 0.17319257]",Somewhat good job
GAP21Q26_b_W82,Would you say the United Nations are doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_b_W82,"Less than $30,000",INCOME,"[0.04538472, 0.45810884, 0.37203926, 0.12446719]",Somewhat good job
GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_c_W82,Overall,Overall,"[0.01651767, 0.16246769, 0.35239632, 0.46861832]",Very bad job
GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_c_W82,Democrat,POLPARTY,"[0.02824407, 0.21686426, 0.39667145, 0.35822022]",Somewhat bad job
GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_c_W82,Republican,POLPARTY,"[0.00593365, 0.10168784, 0.29876199, 0.59361652]",Very bad job
GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_c_W82,"$100,000 or more",INCOME,"[0.00924291, 0.11313019, 0.33915759, 0.53846931]",Very bad job
GAP21Q26_c_W82,Would you say China is doing a good or bad job dealing with global climate change?,"['Very good job', 'Somewhat good job', 'Somewhat bad job', 'Very bad job', 'Refused']",GAP21Q26_c_W82,"Less than $30,000",INCOME,"[0.02301584, 0.2205321, 0.37573278, 0.38071928]",Very bad job
GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",GAP21Q27_W82,Overall,Overall,"[0.3339767, 0.34598049, 0.32004282]",Harm America's economy
GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",GAP21Q27_W82,Democrat,POLPARTY,"[0.55886115, 0.09079518, 0.35034368]",Benefit America's economy
GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",GAP21Q27_W82,Republican,POLPARTY,"[0.11113849, 0.65021027, 0.23865124]",Harm America's economy
GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",GAP21Q27_W82,"$100,000 or more",INCOME,"[0.32949601, 0.3633977, 0.30710629]",Harm America's economy
GAP21Q27_W82,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly","[""Benefit America's economy"", ""Harm America's economy"", ""Have no impact on America's economy"", 'Refused']",GAP21Q27_W82,"Less than $30,000",INCOME,"[0.34355019, 0.31299843, 0.34345138]",Benefit America's economy
GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",GAP21Q28_W82,Overall,Overall,"[0.07319355, 0.38487742, 0.37162426, 0.17030477]",Somewhat confident
GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",GAP21Q28_W82,Democrat,POLPARTY,"[0.12676359, 0.59902407, 0.24506484, 0.0291475]",Somewhat confident
GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",GAP21Q28_W82,Republican,POLPARTY,"[0.02966652, 0.15894165, 0.45964315, 0.35174868]",Not too confident
GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",GAP21Q28_W82,"$100,000 or more",INCOME,"[0.04608315, 0.39724338, 0.34585971, 0.21081376]",Somewhat confident
GAP21Q28_W82,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']",GAP21Q28_W82,"Less than $30,000",INCOME,"[0.08873191, 0.38490057, 0.40116914, 0.12519837]",Not too confident
GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",GAP21Q31_W82,Overall,Overall,"[0.50331362, 0.36690842, 0.09304629, 0.03673167]",Very important
GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",GAP21Q31_W82,Democrat,POLPARTY,"[0.59872503, 0.35259609, 0.03339529, 0.0152836]",Very important
GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",GAP21Q31_W82,Republican,POLPARTY,"[0.49169907, 0.3419349, 0.12660962, 0.03975642]",Very important
GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",GAP21Q31_W82,"$100,000 or more",INCOME,"[0.54398418, 0.36544224, 0.06184065, 0.02873293]",Very important
GAP21Q31_W82,"How important, if at all, is it that the US is generally respected by other countries around the world?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']",GAP21Q31_W82,"Less than $30,000",INCOME,"[0.4941908, 0.35382974, 0.11153415, 0.04044531]",Very important
GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",GAP21Q32_W82,Overall,Overall,"[0.31159833, 0.39482341, 0.13346947, 0.16010879]",A little more positively
GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",GAP21Q32_W82,Democrat,POLPARTY,"[0.56948466, 0.38985193, 0.02915003, 0.01151339]",A lot more positively
GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",GAP21Q32_W82,Republican,POLPARTY,"[0.09147005, 0.27419327, 0.24647742, 0.38785926]",A lot more negatively
GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",GAP21Q32_W82,"$100,000 or more",INCOME,"[0.38234687, 0.38600519, 0.09424132, 0.13740662]",A little more positively
GAP21Q32_W82,"Now that Joe Biden is president, do you think other countries view the U.S","['A lot more positively', 'A little more positively', 'A little more negatively', 'A lot more negatively', 'Refused']",GAP21Q32_W82,"Less than $30,000",INCOME,"[0.24220718, 0.43185032, 0.15413333, 0.17180917]",A little more positively
GAP21Q33_c_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_c_W82,Overall,Overall,"[0.30628608, 0.48451398, 0.20919994]",Some priority
GAP21Q33_c_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_c_W82,Democrat,POLPARTY,"[0.4562855, 0.5012759, 0.0424386]",Some priority
GAP21Q33_c_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_c_W82,Republican,POLPARTY,"[0.18970308, 0.4930043, 0.31729262]",Some priority
GAP21Q33_c_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_c_W82,"$100,000 or more",INCOME,"[0.22939504, 0.50827715, 0.26232781]",Some priority
GAP21Q33_c_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_c_W82,"Less than $30,000",INCOME,"[0.3154593, 0.48817724, 0.19636347]",Some priority
GAP21Q33_g_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_g_W82,Overall,Overall,"[0.3839545, 0.44634878, 0.16969673]",Some priority
GAP21Q33_g_W82,"Thinking about long-range foreign policy goals, how much priority, if any, do you think reducing illegal immigration into the US should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']",GAP21Q33_g_W82,Democrat,POLPARTY,"[0.18524042, 0.5180782, 0.29668138]",Some priority
